id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
126,30,Per- und polyfluorierte Alkylverbindungen (PFAS),Substances per- et polyfluoroalkylées (PFAS),Sostanze per- e polifluoroalchiliche (PFAS),Per- and polyfluoroalkyl substances (PFAS),1.63,"[246, 313, 301, 556, 315, 302, 389, 605, 733, 908, 815, 390, 366, 490, 552, 266, 350, 931, 416, 284, 457, 614, 628, 796, 822, 296, 623, 742, 721, 852]"
93,26,Salmonella spp.,Salmonella spp.,Salmonella spp.,Salmonella spp.,1.38,"[260, 530, 278, 603, 531, 420, 568, 332, 395, 578, 859, 705, 702, 888, 222, 545, 294, 805, 889, 806, 934, 927, 920, 942, 465, 492]"
26,23,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,1.65,"[242, 314, 303, 410, 811, 828, 420, 267, 253, 223, 763, 935, 254, 888, 222, 449, 893, 927, 920, 943, 195, 194, 356]"
91,19,Pestizide,pesticides,pesticidi,pesticide,1.16,"[417, 443, 440, 524, 586, 727, 798, 907, 812, 620, 415, 426, 778, 428, 525, 713, 902, 460, 905]"
19,18,STEC/VTEC,STEC/VTEC,STEC/VTEC,STEC/VTEC,1.72,"[723, 347, 515, 528, 503, 795, 897, 816, 683, 854, 888, 800, 563, 889, 920, 876, 194, 357]"
111,17,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.35,"[218, 475, 636, 256, 728, 901, 869, 682, 836, 577, 641, 838, 699, 726, 197, 352, 583]"
125,16,Mikroplastik,microplastiques,microplastica,microplastics,1.62,"[283, 523, 524, 745, 580, 325, 554, 768, 720, 878, 310, 453, 566, 680, 710, 779]"
165,15,Cadmium,Cadmium,Cadmio,Cadmium,1.4,"[227, 258, 480, 493, 550, 812, 877, 263, 768, 750, 392, 532, 898, 757, 570]"
1,15,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,1.67,"[193, 239, 278, 723, 897, 875, 892, 201, 513, 234, 380, 640, 805, 876, 922]"
63,14,Antibiotika,antibiotiques,antibiotici,antibiotics,1.93,"[879, 407, 438, 919, 307, 376, 707, 923, 201, 292, 203, 930, 279, 823]"
102,14,Blei,Plomb,Piombo,Lead,1.21,"[227, 258, 440, 480, 775, 877, 263, 750, 701, 898, 241, 240, 570, 757]"
99,12,Vibrio spp.,Vibrio spp.,Vibrio spp.,Vibrio spp.,1.42,"[278, 502, 777, 940, 903, 558, 626, 705, 789, 434, 741, 841]"
244,11,Antibiotikaresistenzen,Antibiorésistance,Antibiotico-resistenza,Antibiotic resistance,1.27,"[919, 707, 487, 923, 545, 827, 454, 544, 930, 463, 732]"
128,11,Schwermetalle,métaux lourds,metalli pesanti,heavy metals,1.18,"[533, 929, 391, 877, 263, 392, 542, 898, 600, 810, 783]"
187,10,Arsen,Arsenic,Arsenico,Arsenic,1.3,"[480, 812, 877, 750, 921, 201, 392, 532, 659, 570]"
166,9,Bisphenol A (BPA),Bisphénol A (BPA),Bisfenolo A (BPA),Bisphenol A (BPA),1.89,"[346, 782, 820, 263, 542, 444, 680, 796, 891]"
106,8,Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),1.38,"[239, 857, 505, 769, 918, 912, 194, 851]"
86,8,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,1.75,"[610, 670, 709, 758, 705, 372, 189, 355]"
167,8,Quecksilber,Mercure,Mercurio,Mercury,1.12,"[258, 321, 471, 391, 750, 273, 532, 772]"
197,7,Nitrite,Nitrite,Nitrito,Nitrite,1.71,"[226, 316, 516, 259, 750, 394, 633]"
119,6,Norovirus,Norovirus,Norovirus,Norovirus,1.33,"[305, 774, 734, 358, 920, 943]"
20,5,EHEC,EHEC,EHEC,EHEC,2.2,"[222, 234, 920, 329, 357]"
9,5,Staphylococcus aureus,Staphylococcus aureus,Staphylococcus aureus,Staphylococcus aureus,1.2,"[239, 476, 862, 694, 766]"
180,5,Phthalate,phtalates,ftalati,phthalates,1.6,"[187, 277, 295, 542, 779]"
127,5,Perfluoroctansulfonsäure (PFOS),acide perfluorooctanesulfonique (PFOS),acido perfluoroottansolfonico,Perfluorooctanesulfonic acid (PFOS),2.0,"[246, 389, 931, 377, 296]"
230,5,Nitrate,Nitrate,Nitrato,Nitrate,1.4,"[516, 351, 750, 394, 633]"
261,5,Pseudomonas,Pseudomonas,Pseudomonas,Pseudomonas,1.6,"[540, 703, 805, 927, 595]"
45,5,Aspartam,Aspartam,Aspartam,Aspartam,1.6,"[809, 813, 602, 691, 938]"
202,4,Antibiotikaresistente Milchsäurebakterien,Bactéries lactiques résistantes aux antibiotiques,Batteri lattici resistenti agli antibiotici,Antibiotic-resistant lactic acid bacteria,2.0,"[233, 919, 424, 696]"
174,4,Fungizid,Fongicide,Fungicida,Fungicide,1.5,"[426, 495, 525, 377]"
66,4,Canabidiol (CBD),Canabidiol (CBD),Canabidiolo (CBD),Canabidiol (CBD),1.5,"[467, 298, 353, 199]"
195,4,Escherichia coli (ExPEC),Escherichia coli (ExPEC),Escherichia coli (ExPEC),Escherichia coli (ExPEC),2.25,"[224, 420, 439, 251]"
298,4,Deoxynivalenol (DON),Déoxynivalénol (DON),Deossinivalenolo (DON),Deoxynivalenol (DON),1.5,"[728, 916, 901, 726]"
