id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
1,52,Diverse Lebensmittel,Aliments divers,Alimenti vari,Diverse foods,1.58,"[196, 190, 209, 212, 243, 264, 276, 288, 290, 232, 295, 283, 271, 342, 223, 364, 363, 300, 302, 356, 332, 350, 365, 368, 391, 410, 414, 429, 434, 389, 430, 386, 433, 383, 475, 516, 303, 508, 531, 546, 625, 651, 674, 377, 657, 744, 720, 748, 751, 849, 838, 942]"
3,17,Gemüse,Légumes,Ortaggi,Vegetables,1.71,"[217, 224, 220, 251, 261, 245, 371, 407, 487, 519, 520, 794, 806, 907, 923, 864, 922]"
60,17,Fische,Poissons,Pesce,Fish,1.53,"[285, 278, 246, 349, 321, 554, 273, 580, 566, 633, 616, 658, 680, 722, 717, 930, 922]"
34,16,Früchte,Fruits,Frutta,Fruits,1.38,"[234, 238, 269, 250, 420, 465, 461, 519, 551, 520, 620, 750, 794, 886, 864, 918]"
8,15,"Fleisch, Fleischprodukte und Fleischersatz","Viandes, produits à base de viande et substituts de viande","Carne, prodotti di carne e sostituti della carne","Meat, Meat Products And Substitutes",1.33,"[254, 349, 579, 545, 203, 672, 656, 639, 715, 854, 883, 892, 900, 882, 924]"
23,14,"Blattgemüse (ohne Kohlgemüse), Blattsalate und Algen","Légumes-feuilles (excl. chou), mescluns et algues","Verdure a foglie (esclusi cavoli), insalate a foglie e alghe",Leafy Vegetables (Except Cabbages),1.79,"[213, 280, 420, 428, 427, 515, 550, 615, 723, 735, 772, 886, 879, 921]"
80,12,"Softdrinks, Sprudelgetränke, Energydrinks und isotonische Getränke","Boissons sucrées, gazeuses, énergétiques et isotoniques","Bevande zuccherate, gasate, energy drink e bevande isotoniche","Carbonated/Soft/Isotonic Drinks, Diluted",1.5,"[272, 480, 511, 617, 648, 693, 661, 833, 832, 813, 846, 938]"
82,12,Wasser,Eau,Acqua,Waters,1.25,"[201, 289, 366, 426, 613, 623, 643, 641, 618, 638, 745, 926]"
54,11,Geflügel,Volailles,Pollame,Poultry,1.91,"[189, 372, 395, 432, 382, 439, 536, 676, 703, 709, 923]"
9,9,"Fische, Meeresfrüchte, Amphibien und Reptilien","Poissons, fruits de mer, amphibiens et reptiles","Pesce, crostacei, frutti di mare e anfibi","Fish, Shellfish And Amphibians",1.11,"[278, 296, 450, 502, 729, 789, 929, 878, 940]"
58,8,Fleischersatz,Substituts de viande,Sostituti della carne,Meat Substitutes,1.62,"[202, 348, 370, 470, 562, 700, 621, 934]"
67,8,Pflanzliche Öle,Huiles végétales,Oli vegetali,Vegetable Oils,1.12,"[349, 360, 373, 529, 688, 687, 759, 808]"
39,8,Milchersatz und Milchersatzprodukte,Substituts de lait et produits à base de substitut de lait,Succedanei del latte e prodotti a base di succedanei del latte,Milk Substitutes And Milk Substitute Products,1.62,"[186, 253, 501, 530, 660, 621, 769, 910]"
133,7,Honig,Miel,Miele,Honey,1.43,"[225, 349, 379, 345, 754, 810, 817]"
24,7,Blüten- und Fruchtgemüse,Légumes-fruits,"Ortaggi da fiore, verdura a frutti ",Fruiting Vegetables,1.14,"[408, 515, 642, 673, 699, 678, 778]"
59,6,"Nicht spezifizierte sowie gemischte Fische, Meeresfrüchte und Amphibien","Poissons, fruits de mer, amphibiens et reptiles non spécifiés ou mélangés","Pesce, crostacei frutti die mare e anfibi non classificati e misti",Unclassified And Combined Fish Products,1.0,"[741, 777, 829, 827, 823, 943]"
22,6,Nicht spezifizierte sowie gemischte Gemüse und Salate,Légumes et salades non spécifiés ou mélangés,Insalate e ortaggi misti non specificati,"Unclassified, Mixed Salad/Vegetables",1.83,"[194, 229, 354, 449, 799, 935]"
48,6,"Teigwaren, Reis, andere Getreide und Körner","Pâtes alimentaires, riz, autres céréales et graines","Pasta, riso, altri cereali e grani","Pasta, Rice, Other Grain",1.83,"[219, 297, 331, 550, 550, 812]"
30,6,Blattstiel- und Stängelgemüse sowie Keimlinge und Sprossen,"Légumes-tiges, germes et pousses",Ortaggi a stelo e germogli,"Stalk Vegetables, Sprouts",1.0,"[222, 278, 293, 493, 854, 886]"
65,5,Eier,Oeufs,Uova,Egg,1.4,"[416, 492, 471, 526, 266]"
52,5,"Nicht spezifizierte sowie gemischte Fleisch, Fleischprodukte und Fleischersatz","Viandes, produits à base de viande et substituts de viande non spécifiés ou mélangés","Carne, prodotti di carne e sostituti della carne non specificati e misti",Unclassified And Combined Meat And Meat P,1.0,"[360, 420, 482, 448, 770]"
