id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
1,82,Diverse Lebensmittel,Aliments divers,Alimenti vari,Diverse foods,1.56,"[4, 42, 37, 28, 13, 14, 30, 39, 60, 54, 66, 8, 32, 47, 38, 19, 19, 93, 102, 117, 100, 122, 127, 126, 148, 166, 128, 135, 196, 190, 209, 180, 212, 243, 264, 276, 288, 290, 232, 295, 283, 271, 342, 223, 364, 363, 300, 302, 356, 332, 350, 365, 368, 391, 410, 414, 429, 434, 389, 430, 386, 433, 383, 475, 516, 164, 303, 508, 531, 546, 625, 651, 674, 377, 657, 744, 720, 748, 751, 849, 838, 942]"
8,23,"Fleisch, Fleischprodukte und Fleischersatz","Viandes, produits à base de viande et substituts de viande","Carne, prodotti di carne e sostituti della carne","Meat, Meat Products And Substitutes",1.48,"[50, 55, 74, 94, 67, 125, 144, 139, 254, 349, 579, 545, 203, 672, 656, 639, 715, 854, 883, 892, 900, 882, 924]"
3,23,Gemüse,Légumes,Ortaggi,Vegetables,1.7,"[50, 40, 41, 92, 18, 217, 224, 220, 251, 261, 245, 371, 407, 52, 487, 519, 520, 794, 806, 907, 923, 864, 922]"
60,21,Fische,Poissons,Pesce,Fish,1.48,"[98, 85, 124, 132, 285, 278, 246, 349, 321, 554, 273, 580, 566, 633, 616, 658, 680, 722, 717, 930, 922]"
34,21,Früchte,Fruits,Frutta,Fruits,1.43,"[40, 9, 21, 18, 165, 234, 238, 269, 250, 420, 465, 461, 519, 551, 520, 620, 750, 794, 886, 864, 918]"
82,19,Wasser,Eau,Acqua,Waters,1.53,"[49, 61, 73, 87, 63, 150, 201, 289, 57, 366, 426, 613, 623, 643, 641, 618, 638, 745, 926]"
23,17,"Blattgemüse (ohne Kohlgemüse), Blattsalate und Algen","Légumes-feuilles (excl. chou), mescluns et algues","Verdure a foglie (esclusi cavoli), insalate a foglie e alghe",Leafy Vegetables (Except Cabbages),1.71,"[35, 85, 159, 213, 280, 420, 428, 427, 515, 550, 615, 723, 735, 772, 886, 879, 921]"
54,17,Geflügel,Volailles,Pollame,Poultry,1.76,"[17, 45, 5, 101, 103, 116, 189, 372, 395, 432, 382, 439, 536, 676, 703, 709, 923]"
58,15,Fleischersatz,Substituts de viande,Sostituti della carne,Meat Substitutes,1.4,"[80, 120, 124, 151, 163, 169, 202, 348, 370, 470, 562, 700, 621, 934, 109]"
39,14,Milchersatz und Milchersatzprodukte,Substituts de lait et produits à base de substitut de lait,Succedanei del latte e prodotti a base di succedanei del latte,Milk Substitutes And Milk Substitute Products,1.57,"[43, 119, 76, 88, 151, 186, 253, 501, 530, 660, 621, 769, 109, 910]"
9,14,"Fische, Meeresfrüchte, Amphibien und Reptilien","Poissons, fruits de mer, amphibiens et reptiles","Pesce, crostacei, frutti di mare e anfibi","Fish, Shellfish And Amphibians",1.64,"[50, 53, 89, 150, 183, 278, 296, 450, 502, 729, 789, 929, 878, 940]"
80,12,"Softdrinks, Sprudelgetränke, Energydrinks und isotonische Getränke","Boissons sucrées, gazeuses, énergétiques et isotoniques","Bevande zuccherate, gasate, energy drink e bevande isotoniche","Carbonated/Soft/Isotonic Drinks, Diluted",1.5,"[272, 480, 511, 617, 648, 693, 661, 833, 832, 813, 846, 938]"
6,10,"Milch, Milchprodukte und Milchersatzprodukte","Laits, produits laitiers et substituts de lait","Latte, latticini e succedanei del latte",Dairy Products And Substitutes,1.7,"[25, 106, 86, 125, 199, 208, 230, 306, 803, 168]"
24,10,Blüten- und Fruchtgemüse,Légumes-fruits,"Ortaggi da fiore, verdura a frutti ",Fruiting Vegetables,1.1,"[36, 111, 123, 408, 515, 642, 673, 699, 678, 778]"
67,9,Pflanzliche Öle,Huiles végétales,Oli vegetali,Vegetable Oils,1.11,"[134, 349, 360, 373, 529, 688, 687, 759, 808]"
48,8,"Teigwaren, Reis, andere Getreide und Körner","Pâtes alimentaires, riz, autres céréales et graines","Pasta, riso, altri cereali e grani","Pasta, Rice, Other Grain",1.88,"[158, 178, 219, 297, 331, 550, 550, 812]"
120,8,Schwein,Porc,Maiale,Pork,1.88,"[22, 84, 133, 278, 411, 484, 486, 703]"
93,7,"Gewürze, Kräuter und Aromastoffe","Epices, herbes et aromates","Spezie, erbe e aromi","Spices, Herbs And Flavourings",1.43,"[24, 130, 161, 179, 240, 349, 603]"
7,7,"Getreide, Getreideprodukte und Körner",Céréales et produits céréaliers,Cereali e prodotti cereali,Cereals And Cereal Products,1.43,"[99, 114, 197, 218, 682, 726, 901]"
22,7,Nicht spezifizierte sowie gemischte Gemüse und Salate,Légumes et salades non spécifiés ou mélangés,Insalate e ortaggi misti non specificati,"Unclassified, Mixed Salad/Vegetables",1.71,"[90, 194, 229, 354, 449, 799, 935]"
61,7,Schalen- und Weichtiere,Crustacés et mollusques,Crostacei e molluschi,"Crustaceans, Molluscs",1.86,"[27, 20, 96, 258, 358, 626, 762]"
133,7,Honig,Miel,Miele,Honey,1.43,"[225, 349, 379, 345, 754, 810, 817]"
