id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
26,4,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,1.5,"[935, 927, 920, 943]"
93,4,Salmonella spp.,Salmonella spp.,Salmonella spp.,Salmonella spp.,1.25,"[934, 927, 920, 942]"
244,3,Antibiotikaresistenzen,Antibiorésistance,Antibiotico-resistenza,Antibiotic resistance,1.33,"[919, 923, 930]"
63,3,Antibiotika,antibiotiques,antibiotici,antibiotics,1.33,"[919, 923, 930]"
91,3,Pestizide,pesticides,pesticidi,pesticide,1.0,"[907, 902, 905]"
99,2,Vibrio spp.,Vibrio spp.,Vibrio spp.,Vibrio spp.,1.0,"[940, 903]"
298,2,Deoxynivalenol (DON),Déoxynivalénol (DON),Deossinivalenolo (DON),Deoxynivalenol (DON),2.0,"[916, 901]"
106,2,Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),1.0,"[918, 912]"
119,2,Norovirus,Norovirus,Norovirus,Norovirus,1.5,"[920, 943]"
126,2,Per- und polyfluorierte Alkylverbindungen (PFAS),Substances per- et polyfluoroalkylées (PFAS),Sostanze per- e polifluoroalchiliche (PFAS),Per- and polyfluoroalkyl substances (PFAS),1.5,"[908, 931]"
202,1,Antibiotikaresistente Milchsäurebakterien,Bactéries lactiques résistantes aux antibiotiques,Batteri lattici resistenti agli antibiotici,Antibiotic-resistant lactic acid bacteria,1.0,[919]
187,1,Arsen,Arsenic,Arsenico,Arsenic,1.0,[921]
128,1,Schwermetalle,métaux lourds,metalli pesanti,heavy metals,1.0,[929]
111,1,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.0,[901]
209,1,Anorganische Arsen,Arsenic inorganique,Arsenico inorganica,Inorganic arsenic,1.0,[921]
45,1,Aspartam,Aspartam,Aspartam,Aspartam,1.0,[938]
127,1,Perfluoroctansulfonsäure (PFOS),acide perfluorooctanesulfonique (PFOS),acido perfluoroottansolfonico,Perfluorooctanesulfonic acid (PFOS),2.0,[931]
203,1,Ochratoxin A (OTA),Ochratoxine A (OTA),Ocratossina A (OTA),Ochratoxin A (OTA),3.0,[916]
261,1,Pseudomonas,Pseudomonas,Pseudomonas,Pseudomonas,1.0,[927]
322,1,Dimethylmonothioarsenate ((DMMTA),Dimethylmonothioarsenate (DMMTA),Dimethylmonothioarsenate (DMMTA),Dimethylmonothioarsenate (DMMTA),1.0,[933]
19,1,STEC/VTEC,STEC/VTEC,STEC/VTEC,STEC/VTEC,2.0,[920]
20,1,EHEC,EHEC,EHEC,EHEC,2.0,[920]
120,1,Rotavirus,Rotavirus,Rotavirus,Rotavirus,2.0,[920]
8,1,Sapovirus,Sapovirus,Sapovirus,Sapovirus,2.0,[920]
48,1,marine Biotoxine,biotoxines marines,biotossine marine,marine biotoxines,1.0,[941]
1,1,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,2.0,[922]
319,1,Proteus spp.,Proteus spp.,Proteus spp.,Proteus spp.,2.0,[922]
296,1,Providencia spp.,Providencia spp.,Providencia spp.,Providencia spp.,2.0,[922]
320,1,Citrobacter spp.,Citrobacter spp.,Citrobacter spp.,Citrobacter spp.,2.0,[922]
273,1,Koffein,Caféine,Caffeina,caffein,2.0,[926]
321,1,Fluconazol,Fluconazole,Fluconazolo,Fluconazole,2.0,[926]
