id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
1,25,Diverse,Divers,Alimenti vari,Diverse foods,1.4,"[209, 212, 243, 264, 295, 283, 300, 302, 350, 391, 414, 429, 389, 430, 386, 516, 508, 651, 674, 377, 657, 720, 748, 849, 838]"
82,12,Wasser,Eau,Acqua,Waters,1.25,"[201, 289, 366, 426, 613, 623, 643, 641, 618, 638, 745, 926]"
60,10,Fische,Poissons,Pesce,Fish,1.8,"[246, 321, 554, 273, 580, 566, 633, 658, 680, 722]"
23,6,"Blattgemüse (ohne Kohlgemüse), Blattsalate und Algen","Légumes-feuilles (excl. chou), mescluns et algues","Verdure a foglie (esclusi cavoli), insalate a foglie e alghe",Leafy Vegetables (Except Cabbages),1.83,"[213, 428, 550, 735, 772, 921]"
34,6,Früchte,Fruits,Frutta,Fruits,1.17,"[250, 461, 519, 620, 750, 794]"
7,5,"Getreide, Getreideprodukte und Körner",Céréales et produits céréaliers,Cereali e prodotti cereali,Cereals And Cereal Products,1.4,"[197, 218, 682, 726, 901]"
80,5,"Softdrinks, Sprudelgetränke, Energydrinks und isotonische Getränke","Boissons sucrées, gazeuses, énergétiques et isotoniques","Bevande zuccherate, gasate, energy drink e bevande isotoniche","Carbonated/Soft/Isotonic Drinks, Diluted",1.4,"[480, 693, 833, 832, 813]"
133,5,Honig,Miel,Miele,Honey,1.2,"[225, 345, 754, 810, 817]"
3,4,Gemüse,Légumes,Ortaggi,Vegetables,1.0,"[261, 519, 794, 907]"
48,4,"Teigwaren, Reis, andere Getreide und Körner","Pâtes alimentaires, riz, autres céréales et graines","Pasta, riso, altri cereali e grani","Pasta, Rice, Other Grain",1.75,"[297, 550, 550, 812]"
24,3,Blüten- und Fruchtgemüse,Légumes-fruits,"Ortaggi da fiore, verdura a frutti ",Fruiting Vegetables,1.0,"[408, 699, 778]"
27,3,Pilze,Champignons,Funghi,Mushrooms,1.67,"[494, 650, 749]"
