id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne
126,45,Per- und polyfluorierte Alkylverbindungen (PFAS),Substances per- et polyfluoroalkylées (PFAS),Sostanze per- e polifluoroalchiliche (PFAS),Per- and polyfluoroalkyl substances (PFAS),1.59
91,23,Pestizide,pesticides,pesticidi,pesticide,1.26
125,19,Mikroplastik,microplastiques,microplastica,microplastics,1.83
102,16,Blei,Plomb,Piombo,Lead,1.19
165,16,Cadmium,Cadmium,Cadmio,Cadmium,1.38
128,15,Schwermetalle,métaux lourds,metalli pesanti,heavy metals,1.23
111,14,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.21
187,11,Arsen,Arsenic,Arsenico,Arsenic,1.36
166,10,Bisphenol A (BPA),Bisphénol A (BPA),Bisfenolo A (BPA),Bisphenol A (BPA),1.89
167,9,Quecksilber,Mercure,Mercurio,Mercury,1.11
63,9,Antibiotika,antibiotiques,antibiotici,antibiotics,1.89
109,8,Nanopartikeln,Nanoparticules,Nanoparticole,Nanoparticles,1.14
197,7,Nitrite,Nitrite,Nitrito,Nitrite,1.71
127,6,Perfluoroctansulfonsäure (PFOS),acide perfluorooctanesulfonique (PFOS),acido perfluoroottansolfonico,Perfluorooctanesulfonic acid (PFOS),2.0
150,5,Glyphosat,Glyphosate,Glifosato,Glyphosate,1.4
230,5,Nitrate,Nitrate,Nitrato,Nitrate,1.4
66,5,Canabidiol (CBD),Canabidiol (CBD),Canabidiolo (CBD),Canabidiol (CBD),1.4
180,5,Phthalate,phtalates,ftalati,phthalates,1.6
246,4,Acrylamid,Acrylamide,Acrilammide,Acrylamide,1.5
298,4,Deoxynivalenol (DON),Déoxynivalénol (DON),Deossinivalenolo (DON),Deoxynivalenol (DON),1.5
148,4,Radioaktivität,Radioactivité,Radioattività,Radioactivity,1.33
273,3,Koffein,Caféine,Caffeina,caffein,1.33
284,3,MOSH,MOSH,MOSH,MOSH,1.0
48,3,marine Biotoxine,biotoxines marines,biotossine marine,marine biotoxines,1.33
174,3,Fungizid,Fongicide,Fungicida,Fungicide,1.33
185,3,Mineralöl,Huile minérale,Olio minerale,Mineral oil,1.33
306,3,Furan,Furane,Furano,Furan,2.0
45,3,Aspartam,Aspartam,Aspartam,Aspartam,1.67
203,2,Ochratoxin A (OTA),Ochratoxine A (OTA),Ocratossina A (OTA),Ochratoxin A (OTA),2.0
73,2,Tierarzneimittel,Produits pharmaceutiques vétérinaires,Farmaci veterinari,Veterinary pharmaceuticals,2.0
62,2,Tierarzneimittel,les médicaments pour animaux,farmaci per animali,animal drugs,2.0
234,2,Sucralose,Sucralose,Sucralosio,Sucralose,1.0
293,2,Bromierte Flammschutzmittel (BFR),Agent ignifuge bromé (BFR),Ritardante di fiamma bromurato (BFR),Brominated flame retardants (BFRs),1.5
243,2,Carboxymethylcellulosen (CMC),Carboxyméthylcellulose (CMC),Carbossimetilcellulosa (CMC),Carboxymethylcellulose (CMC),2.0
188,2,Thebain,Thébaïne,Tebaina,Thebaine,1.0
130,2,Bisphenol S,Bisphénol S,Bisfenolo S,Bisphenol S,1.0
143,2,Menschliche Arzneimittelrückstände,Résidus de produits pharmacieutiques humains,Residui di farmaci umani,Human drug residues,1.5
69,2,Tetrahydrocannabinol (THC),Tétrahydrocannabinol (THC),Tetraidrocannabinolo (THC),Tetrahydrocannabinol (THC),2.0
221,2,kurzkettige Chlorparaffine (SCCP),paraffines chlorées à chaîne courte (PCCC),paraffine clorurate a catena corta (PCCC),short-chain chlorinated paraffins (SCCP),1.5
198,2,Hexamethoxymethylmelamin (HMMM),Hexaméthoxyméthylmélamine (HMMM),Esametossimetilmelamina (HMMM),Hexamethoxymethylmelamine (HMMM),3.0
142,2,Isoflavone,Isoflavone,Isoflavone,Isoflavones,1.0
200,2,6-PPD,6-PPD,6-PPD,6-PPD,3.0
26,2,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,2.0
209,2,Anorganische Arsen,Arsenic inorganique,Arsenico inorganica,Inorganic arsenic,1.0
269,2,Polybromierte Diphenylether (PBDE),Polybromodiphényléthers (PBDE),Eteri di difenile polibromurati (PBDE),Polybrominated diphenyl ethers (PBDEs),1.5
196,2,Grayanotoxine,Grayanotoxine,Graianotossina,Grayanotoxin,1.5
98,2,Organophosphatester,esters d'organophosphate,esteri di organofosfati,organophosphate ester,2.0
201,2,Diphenylguanidin (DPG),Diphénylguanidine (DPG),Difenilguanidina (DPG),Diphenylguanidine (DPG),3.0
285,1,MOAH,MOAH,MOAH,MOAH,1.0
67,1,Cannabigerol (CBG),Cannabigérol (CBG),Cannabigerolo (CBG),Cannabigerol (CBG),3.0
192,1,2-tert-Butylhydrochinon,tert-Butylhydroquinone,Terz-butil-idrochinone,tert-butylhydroquinone,1.0
119,1,Norovirus,Norovirus,Norovirus,Norovirus,1.0
178,1,Fusarium sambucinum,Fusarium sambucinum,Fusarium sambucinum,Fusarium sambucinum,2.0
260,1,benzaldehyd,benzaldéhyde,Benzaldeide,benzaldehyde,1.0
206,1,Caprinsäure,Acide caprique,Acido caprico,Capric acid,1.0
259,1,furfural,furfural,furfurale,furfural,1.0
258,1,"2,3,5-Trimethylpyrazine","2,3,5-Trimethylpyrazine","2,3,5-Trimethylpyrazine","2,3,5-Trimethylpyrazine",1.0
254,1,Polyethylenterephthalat,Polytéréphtalate d'éthylène,Polietilene tereftalato,polyethylene terephthalate,1.0
186,1,Biogene Amine,Amines biogènes,Ammine biogene,Biogenic amines,2.0
309,1,Hexahydrocannabinol,Hexahydrocannabinol,Esaidrocannabinolo,Hexahydrocannabinol,1.0
263,1,benzol,benzène,benzene,benzene,1.0
262,1,formaldehyd,formaldéhyde,formaldeide,formaldehyde,1.0
103,1,GMO (genetisch modifizierter Organismus),OGM (organisme génétiquement modifié),OGM (organismo geneticamente modificato),Genetically modified organism (GMO),1.0
247,1,Calciumcarbid,Carbure de calcium,Carburo di calcio,Calcium carbide,2.0
68,1,Cannabinol (CBN),Cannabinol (CBN),Cannabinolo (CBN),Cannabinol (CBN),3.0
322,1,Dimethylmonothioarsenate ((DMMTA),Dimethylmonothioarsenate (DMMTA),Dimethylmonothioarsenate (DMMTA),Dimethylmonothioarsenate (DMMTA),1.0
328,1,Cholesterin-Oxidationsprodukte,Produits d'oxydation du cholestérol,Prodotti di ossidazione del colesterolo,Cholesterol oxidation products,
228,1,Fipronil,Fipronil,Fipronil,Fipronil,2.0
289,1,HT-2,HT-2,HT-2,HT-2,2.0
277,1,Microcystine,Microcystine,Microcistina,Microcystin,1.0
292,1,Glycerin,Glycérol,Glicerolo,Glycerol,2.0
278,1,Morchella sextelata,Morchella sextelata,Morchella sextelata,Morchella sextelata,2.0
189,1,Heliobacter pylori,Heliobacter pylori,Heliobacter pylori,Heliobacter pylori,3.0
