id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
1,34,Diverse Lebensmittel,Aliments divers,Alimenti vari,Diverse foods,1.44,"[14, 8, 32, 19, 19, 117, 100, 127, 209, 180, 212, 243, 264, 295, 283, 300, 302, 350, 391, 414, 429, 389, 430, 386, 516, 508, 651, 674, 377, 657, 720, 748, 849, 838]"
82,15,Wasser,Eau,Acqua,Waters,1.33,"[49, 73, 201, 289, 57, 366, 426, 613, 623, 643, 641, 618, 638, 745, 926]"
60,12,Fische,Poissons,Pesce,Fish,1.67,"[85, 124, 246, 321, 554, 273, 580, 566, 633, 658, 680, 722]"
34,8,Früchte,Fruits,Frutta,Fruits,1.12,"[21, 18, 250, 461, 519, 620, 750, 794]"
23,7,"Blattgemüse (ohne Kohlgemüse), Blattsalate und Algen","Légumes-feuilles (excl. chou), mescluns et algues","Verdure a foglie (esclusi cavoli), insalate a foglie e alghe",Leafy Vegetables (Except Cabbages),1.71,"[85, 213, 428, 550, 735, 772, 921]"
8,6,"Fleisch, Fleischprodukte und Fleischersatz","Viandes, produits à base de viande et substituts de viande","Carne, prodotti di carne e sostituti della carne","Meat, Meat Products And Substitutes",1.83,"[55, 74, 67, 139, 203, 656]"
3,6,Gemüse,Légumes,Ortaggi,Vegetables,1.0,"[41, 18, 261, 519, 794, 907]"
7,6,"Getreide, Getreideprodukte und Körner",Céréales et produits céréaliers,Cereali e prodotti cereali,Cereals And Cereal Products,1.5,"[99, 197, 218, 682, 726, 901]"
58,5,Fleischersatz,Substituts de viande,Sostituti della carne,Meat Substitutes,1.4,"[120, 124, 169, 700, 621]"
48,5,"Teigwaren, Reis, andere Getreide und Körner","Pâtes alimentaires, riz, autres céréales et graines","Pasta, riso, altri cereali e grani","Pasta, Rice, Other Grain",1.8,"[178, 297, 550, 550, 812]"
133,5,Honig,Miel,Miele,Honey,1.2,"[225, 345, 754, 810, 817]"
9,5,"Fische, Meeresfrüchte, Amphibien und Reptilien","Poissons, fruits de mer, amphibiens et reptiles","Pesce, crostacei, frutti di mare e anfibi","Fish, Shellfish And Amphibians",1.8,"[53, 89, 183, 296, 929]"
80,5,"Softdrinks, Sprudelgetränke, Energydrinks und isotonische Getränke","Boissons sucrées, gazeuses, énergétiques et isotoniques","Bevande zuccherate, gasate, energy drink e bevande isotoniche","Carbonated/Soft/Isotonic Drinks, Diluted",1.4,"[480, 693, 833, 832, 813]"
65,4,Eier,Oeufs,Uova,Egg,1.75,"[86, 416, 471, 266]"
5,4,"Früchte, Nüsse und Samen","Fruits, fruits oléagineux et graines","Frutta, frutta oleaginosa e semi","Fruits, Nuts And Seeds",1.25,"[41, 97, 185, 907]"
93,3,"Gewürze, Kräuter und Aromastoffe","Epices, herbes et aromates","Spezie, erbe e aromi","Spices, Herbs And Flavourings",1.0,"[130, 179, 240]"
39,3,Milchersatz und Milchersatzprodukte,Substituts de lait et produits à base de substitut de lait,Succedanei del latte e prodotti a base di succedanei del latte,Milk Substitutes And Milk Substitute Products,1.67,"[119, 186, 621]"
56,3,Fleisch- und Wurstwaren (verarbeitetes Fleisch),Charcuterie,Prodotti di carne e insaccati (carne trasformata),Processed Meat,2.0,"[226, 316, 394]"
16,3,"Würzmittel, Gewürze, Hefen, Kräuter und Saucen","Assaisonnement, épices, levures, herbes et sauces","Condimenti, spezie, lieviti, erbe e salse","Condiments, Spices, Yeast, Herbs And Sauces",1.67,"[41, 51, 177]"
24,3,Blüten- und Fruchtgemüse,Légumes-fruits,"Ortaggi da fiore, verdura a frutti ",Fruiting Vegetables,1.0,"[408, 699, 778]"
155,3,Nicht spezifizierte sowie gemischte Diätprodukte und Sportlernahrung,Produits diététiques et aliments pour sportifs non spécifiés ou mélangés,Prodotti dietetici e alimenti per sportivi non classificati e misti,Unclassified And Combined Dietetic Produc,1.33,"[263, 701, 783]"
27,3,Pilze,Champignons,Funghi,Mushrooms,1.67,"[494, 650, 749]"
12,2,"Zucker, Schokolade und Süsswaren","Sucre, chocolat et confiserie","Zucchero, cioccolato e dolciumi",Sugar And Confectionery,1.0,"[227, 467]"
47,2,"Flocken, Griess, Keime, Mehl, Schrot und Stärke (inkl. Pulver für Desserts)","Farine, fécule, gruau, germes, flocons, semoule utilisée comme farine (incl. poudre pour desserts)","Farina, fiocchi, germi, faricello, semola e amidi (incluse polveri per dessert)","Flours, Starches, Flakes, Semolina Used A",1.0,"[277, 277]"
