id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
126,30,Per- und polyfluorierte Alkylverbindungen (PFAS),Substances per- et polyfluoroalkylées (PFAS),Sostanze per- e polifluoroalchiliche (PFAS),Per- and polyfluoroalkyl substances (PFAS),1.63,"[246, 313, 301, 556, 315, 302, 389, 605, 733, 908, 815, 390, 366, 490, 552, 266, 350, 931, 416, 284, 457, 614, 628, 796, 822, 296, 623, 742, 721, 852]"
91,19,Pestizide,pesticides,pesticidi,pesticide,1.16,"[417, 443, 440, 524, 586, 727, 798, 907, 812, 620, 415, 426, 778, 428, 525, 713, 902, 460, 905]"
165,15,Cadmium,Cadmium,Cadmio,Cadmium,1.4,"[227, 258, 480, 493, 550, 812, 877, 263, 768, 750, 392, 532, 898, 757, 570]"
102,14,Blei,Plomb,Piombo,Lead,1.21,"[227, 258, 440, 480, 775, 877, 263, 750, 701, 898, 241, 240, 570, 757]"
125,14,Mikroplastik,microplastiques,microplastica,microplastics,1.71,"[283, 523, 524, 745, 580, 325, 554, 768, 720, 310, 566, 680, 710, 779]"
111,12,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.17,"[218, 636, 728, 901, 869, 682, 836, 641, 838, 699, 726, 197]"
128,11,Schwermetalle,métaux lourds,metalli pesanti,heavy metals,1.18,"[533, 929, 391, 877, 263, 392, 542, 898, 600, 810, 783]"
187,10,Arsen,Arsenic,Arsenico,Arsenic,1.3,"[480, 812, 877, 750, 921, 201, 392, 532, 659, 570]"
166,9,Bisphenol A (BPA),Bisphénol A (BPA),Bisfenolo A (BPA),Bisphenol A (BPA),1.89,"[346, 782, 820, 263, 542, 444, 680, 796, 891]"
167,8,Quecksilber,Mercure,Mercurio,Mercury,1.12,"[258, 321, 471, 391, 750, 273, 532, 772]"
197,7,Nitrite,Nitrite,Nitrito,Nitrite,1.71,"[226, 316, 516, 259, 750, 394, 633]"
127,5,Perfluoroctansulfonsäure (PFOS),acide perfluorooctanesulfonique (PFOS),acido perfluoroottansolfonico,Perfluorooctanesulfonic acid (PFOS),2.0,"[246, 389, 931, 377, 296]"
