id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
93,26,Salmonella spp.,Salmonella spp.,Salmonella spp.,Salmonella spp.,1.38,"[260, 530, 278, 603, 531, 420, 568, 332, 395, 578, 859, 705, 702, 888, 222, 545, 294, 805, 889, 806, 934, 927, 920, 942, 465, 492]"
26,23,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,1.65,"[242, 314, 303, 410, 811, 828, 420, 267, 253, 223, 763, 935, 254, 888, 222, 449, 893, 927, 920, 943, 195, 194, 356]"
19,18,STEC/VTEC,STEC/VTEC,STEC/VTEC,STEC/VTEC,1.72,"[723, 347, 515, 528, 503, 795, 897, 816, 683, 854, 888, 800, 563, 889, 920, 876, 194, 357]"
1,15,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,1.67,"[193, 239, 278, 723, 897, 875, 892, 201, 513, 234, 380, 640, 805, 876, 922]"
63,14,Antibiotika,antibiotiques,antibiotici,antibiotics,1.93,"[879, 407, 438, 919, 307, 376, 707, 923, 201, 292, 203, 930, 279, 823]"
99,12,Vibrio spp.,Vibrio spp.,Vibrio spp.,Vibrio spp.,1.42,"[278, 502, 777, 940, 903, 558, 626, 705, 789, 434, 741, 841]"
244,11,Antibiotikaresistenzen,Antibiorésistance,Antibiotico-resistenza,Antibiotic resistance,1.27,"[919, 707, 487, 923, 545, 827, 454, 544, 930, 463, 732]"
111,10,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.5,"[218, 475, 256, 869, 682, 577, 838, 699, 352, 583]"
106,8,Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),1.38,"[239, 857, 505, 769, 918, 912, 194, 851]"
86,8,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,1.75,"[610, 670, 709, 758, 705, 372, 189, 355]"
119,6,Norovirus,Norovirus,Norovirus,Norovirus,1.33,"[305, 774, 734, 358, 920, 943]"
9,5,Staphylococcus aureus,Staphylococcus aureus,Staphylococcus aureus,Staphylococcus aureus,1.2,"[239, 476, 862, 694, 766]"
20,5,EHEC,EHEC,EHEC,EHEC,2.2,"[222, 234, 920, 329, 357]"
261,5,Pseudomonas,Pseudomonas,Pseudomonas,Pseudomonas,1.6,"[540, 703, 805, 927, 595]"
202,4,Antibiotikaresistente Milchsäurebakterien,Bactéries lactiques résistantes aux antibiotiques,Batteri lattici resistenti agli antibiotici,Antibiotic-resistant lactic acid bacteria,2.0,"[233, 919, 424, 696]"
238,4,Vibrio parahaemolyticus,Vibrio parahaemolyticus,Vibrio parahaemolyticus,Vibrio parahaemolyticus,1.25,"[502, 741, 777, 434]"
87,4,Campylobacter jejuni,Campylobacter jejuni,Campylobacter jejuni,Campylobacter jejuni,1.5,"[609, 847, 758, 372]"
195,4,Escherichia coli (ExPEC),Escherichia coli (ExPEC),Escherichia coli (ExPEC),Escherichia coli (ExPEC),2.25,"[224, 420, 439, 251]"
125,3,Mikroplastik,microplastiques,microplastica,microplastics,1.33,"[523, 524, 878]"
256,3,Parasiten,Parasites,Parassiti,Parasites,1.33,"[681, 578, 520]"
90,3,Clostridium botulinum,Clostridium botulinum,Clostridium botulinum,Clostridium botulinum,1.33,"[348, 649, 306]"
89,3,Cronobacter sakazakii,Cronobacter sakazakii,Cronobacter sakazakii,Cronobacter sakazakii,1.33,"[886, 719, 716]"
123,3,Salmonella Infantis,Salmonella Infantis,Salmonella Infantis,Salmonella Infantis,1.33,"[676, 702, 294]"
94,3,Salmonella Typhimurium,Salmonella Typhimurium,Salmonella Typhimurium,Salmonella Typhimurium,1.0,"[294, 465, 715]"
