id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
93,35,Salmonella spp.,Salmonella spp.,Salmonella spp.,Salmonella spp.,1.4,"[17, 45, 37, 87, 260, 530, 278, 603, 531, 420, 568, 132, 332, 395, 578, 859, 705, 164, 702, 888, 222, 545, 9, 110, 159, 294, 805, 889, 806, 934, 927, 920, 942, 465, 492]"
26,31,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,1.61,"[92, 242, 314, 303, 410, 811, 828, 173, 420, 267, 253, 223, 763, 935, 24, 254, 164, 888, 222, 101, 126, 148, 449, 893, 927, 920, 943, 75, 195, 194, 356]"
19,22,STEC/VTEC,STEC/VTEC,STEC/VTEC,STEC/VTEC,1.73,"[37, 723, 347, 515, 528, 503, 795, 897, 816, 23, 683, 854, 888, 800, 22, 125, 563, 889, 920, 876, 194, 357]"
1,20,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,1.75,"[28, 193, 239, 278, 723, 897, 23, 875, 892, 201, 164, 513, 22, 31, 234, 380, 640, 805, 876, 922]"
63,18,Antibiotika,antibiotiques,antibiotici,antibiotics,1.83,"[879, 74, 407, 438, 919, 133, 307, 376, 707, 923, 139, 201, 292, 73, 203, 930, 279, 823]"
99,14,Vibrio spp.,Vibrio spp.,Vibrio spp.,Vibrio spp.,1.57,"[20, 278, 502, 777, 940, 903, 558, 626, 705, 789, 434, 741, 841, 174]"
86,12,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,1.92,"[87, 610, 27, 670, 709, 758, 705, 5, 103, 372, 189, 355]"
244,11,Antibiotikaresistenzen,Antibiorésistance,Antibiotico-resistenza,Antibiotic resistance,1.27,"[919, 707, 487, 923, 545, 827, 454, 544, 930, 463, 732]"
111,11,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.55,"[218, 475, 256, 869, 682, 577, 838, 120, 699, 352, 583]"
106,9,Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),1.33,"[37, 239, 857, 505, 769, 918, 912, 194, 851]"
