id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
93,24,Salmonella spp.,Salmonella spp.,Salmonella spp.,Salmonella spp.,1.38,"[530, 278, 603, 531, 420, 568, 332, 395, 578, 859, 705, 702, 888, 545, 294, 805, 889, 806, 934, 927, 920, 942, 465, 492]"
19,17,STEC/VTEC,STEC/VTEC,STEC/VTEC,STEC/VTEC,1.76,"[723, 347, 515, 528, 503, 795, 897, 816, 683, 854, 888, 800, 563, 889, 920, 876, 357]"
26,16,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,Listeria monocytogenes,1.62,"[314, 303, 410, 811, 828, 420, 267, 763, 935, 888, 449, 893, 927, 920, 943, 356]"
63,12,Antibiotika,antibiotiques,antibiotici,antibiotics,1.83,"[879, 407, 438, 919, 307, 376, 707, 923, 292, 930, 279, 823]"
99,12,Vibrio spp.,Vibrio spp.,Vibrio spp.,Vibrio spp.,1.42,"[278, 502, 777, 940, 903, 558, 626, 705, 789, 434, 741, 841]"
244,11,Antibiotikaresistenzen,Antibiorésistance,Antibiotico-resistenza,Antibiotic resistance,1.27,"[919, 707, 487, 923, 545, 827, 454, 544, 930, 463, 732]"
1,11,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,1.64,"[278, 723, 897, 875, 892, 513, 380, 640, 805, 876, 922]"
111,8,Mykotoxine,Mycotoxine,Micotossine,Mycotoxin,1.5,"[475, 869, 682, 577, 838, 699, 352, 583]"
86,7,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,Campylobacter spp.,1.86,"[610, 670, 709, 758, 705, 372, 355]"
119,6,Norovirus,Norovirus,Norovirus,Norovirus,1.33,"[305, 774, 734, 358, 920, 943]"
106,6,Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),Bacillus cereus (sensu lato),1.33,"[857, 505, 769, 918, 912, 851]"
261,5,Pseudomonas,Pseudomonas,Pseudomonas,Pseudomonas,1.6,"[540, 703, 805, 927, 595]"
87,4,Campylobacter jejuni,Campylobacter jejuni,Campylobacter jejuni,Campylobacter jejuni,1.5,"[609, 847, 758, 372]"
9,4,Staphylococcus aureus,Staphylococcus aureus,Staphylococcus aureus,Staphylococcus aureus,1.0,"[476, 862, 694, 766]"
238,4,Vibrio parahaemolyticus,Vibrio parahaemolyticus,Vibrio parahaemolyticus,Vibrio parahaemolyticus,1.25,"[502, 741, 777, 434]"
123,3,Salmonella Infantis,Salmonella Infantis,Salmonella Infantis,Salmonella Infantis,1.33,"[676, 702, 294]"
256,3,Parasiten,Parasites,Parassiti,Parasites,1.33,"[681, 578, 520]"
94,3,Salmonella Typhimurium,Salmonella Typhimurium,Salmonella Typhimurium,Salmonella Typhimurium,1.0,"[294, 465, 715]"
20,3,EHEC,EHEC,EHEC,EHEC,2.67,"[920, 329, 357]"
202,3,Antibiotikaresistente Milchsäurebakterien,Bactéries lactiques résistantes aux antibiotiques,Batteri lattici resistenti agli antibiotici,Antibiotic-resistant lactic acid bacteria,1.67,"[919, 424, 696]"
90,3,Clostridium botulinum,Clostridium botulinum,Clostridium botulinum,Clostridium botulinum,1.33,"[348, 649, 306]"
35,3,Cryptosporidium spp.,Cryptosporidium spp.,Cryptosporidium spp.,Cryptosporidium spp.,2.0,"[280, 705, 455]"
125,3,Mikroplastik,microplastiques,microplastica,microplastics,1.33,"[523, 524, 878]"
2,3,Hepatitis E Virus (HEV),Hepatitis E Virus (HEV),Hepatitis E Virus (HEV),Hepatitis E Virus (HEV),1.67,"[484, 774, 834]"
89,3,Cronobacter sakazakii,Cronobacter sakazakii,Cronobacter sakazakii,Cronobacter sakazakii,1.33,"[886, 719, 716]"
4,2,Bacillus cytotoxicus,Bacillus cytotoxicus,Bacillus cytotoxicus,Bacillus cytotoxicus,2.0,"[505, 861]"
101,2,Brucella spp.,Brucella spp.,Brucella spp.,Brucella spp.,2.5,"[730, 581]"
195,2,Escherichia coli (ExPEC),Escherichia coli (ExPEC),Escherichia coli (ExPEC),Escherichia coli (ExPEC),1.5,"[420, 439]"
8,2,Sapovirus,Sapovirus,Sapovirus,Sapovirus,1.5,"[774, 920]"
88,2,Campylobacter coli,Campylobacter coli,Campylobacter coli,Campylobacter coli,1.5,"[758, 372]"
160,2,Nipah Virus,Virus Nipah,Virus Nipah,Nipah virus,1.0,"[785, 269]"
251,1,Trichinella spp.,Trichinella spp.,Trichinella spp.,Trichinella spp.,1.0,[486]
174,1,Fungizid,Fongicide,Fungicida,Fungicide,2.0,[495]
218,1,Human circovirus 1 (HCirV-1),Human circovirus 1 (HCirV-1),Human circovirus 1 (HCirV-1),Human circovirus 1 (HCirV-1),3.0,[287]
103,1,GMO (genetisch modifizierter Organismus),OGM (organisme génétiquement modifié),OGM (organismo geneticamente modificato),Genetically modified organism (GMO),1.0,[441]
97,1,Salmonella Kentucky,Salmonella Kentucky,Salmonella Kentucky,Salmonella Kentucky,1.0,[294]
48,1,marine Biotoxine,biotoxines marines,biotossine marine,marine biotoxines,3.0,[705]
36,1,Giardia spp.,Giardia spp.,Giardia spp.,Giardia spp.,3.0,[705]
239,1,enteroinvasive Escherichia coli (EIEC),Escherichia coli entéro-invasif (EIEC),Escherichia coli enteroinvasiva (EIEC),enteroinvasive Escherichia coli (EIEC),2.0,[435]
181,1,hochpathogene Aviären Influenza (HPAI),virus de l'influenza aviaire hautement pathogène (IAHP),virus ad alta patogenicità (HPAI) di influenza aviaria,highly pathogenic avian influenza (HPAI) virus,1.0,[432]
186,1,Biogene Amine,Amines biogènes,Ammine biogene,Biogenic amines,2.0,[700]
176,1,Yersinia enterolitica,Yersinia enterolitica,Yersinia enterolitica,Yersinia enterolitica,1.0,[442]
3,1,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,1.0,[442]
257,1,Helicobacter pullorum,Helicobacter pullorum,Helicobacter pullorum,Helicobacter pullorum,3.0,[536]
146,1,Salmonella Thompson,Salmonella Thompson,Salmonella Thompson,Salmonella Thompson,3.0,[551]
276,1,Phytohämagglutinin,Phytohémagglutinine,Fitoemoagglutinina,Phytohaemagglutinin,1.0,[642]
100,1,Frühsommer-Meningoenzephalitis (FSME),L'encéphalite à tiques,Encefalite trasmessa da zecche,Tick-borne encephalitis (TBE),1.0,[625]
291,1,Milchsäurebakterien,Bactérie lactique,batteri lattici acidofili,Lactic acid bacteria,2.0,[696]
28,1,Clostridioides difficile,Clostridioides difficile,Clostridioides difficile,Clostridioides difficile,1.0,[652]
278,1,Morchella sextelata,Morchella sextelata,Morchella sextelata,Morchella sextelata,2.0,[650]
288,1,T-2,T-2,T-2,T-2,2.0,[682]
120,1,Rotavirus,Rotavirus,Rotavirus,Rotavirus,2.0,[920]
319,1,Proteus spp.,Proteus spp.,Proteus spp.,Proteus spp.,2.0,[922]
296,1,Providencia spp.,Providencia spp.,Providencia spp.,Providencia spp.,2.0,[922]
320,1,Citrobacter spp.,Citrobacter spp.,Citrobacter spp.,Citrobacter spp.,2.0,[922]
231,1,Campylobacter fetus,Campylobacter fetus,Campylobacter fetus,Campylobacter fetus,2.0,[355]
