id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
1,13,Diverse Lebensmittel,Aliments divers,Alimenti vari,Diverse foods,1.46,"[264, 271, 356, 332, 368, 410, 434, 475, 303, 531, 625, 838, 942]"
54,9,Geflügel,Volailles,Pollame,Poultry,2.0,"[372, 395, 432, 439, 536, 676, 703, 709, 923]"
34,8,Früchte,Fruits,Frutta,Fruits,1.5,"[269, 420, 465, 551, 520, 886, 864, 918]"
23,8,"Blattgemüse (ohne Kohlgemüse), Blattsalate und Algen","Légumes-feuilles (excl. chou), mescluns et algues","Verdure a foglie (esclusi cavoli), insalate a foglie e alghe",Leafy Vegetables (Except Cabbages),1.75,"[280, 420, 427, 515, 615, 723, 886, 879]"
3,8,Gemüse,Légumes,Ortaggi,Vegetables,1.88,"[371, 407, 487, 520, 806, 923, 864, 922]"
59,6,"Nicht spezifizierte sowie gemischte Fische, Meeresfrüchte und Amphibien","Poissons, fruits de mer, amphibiens et reptiles non spécifiés ou mélangés","Pesce, crostacei frutti die mare e anfibi non classificati e misti",Unclassified And Combined Fish Products,1.0,"[741, 777, 829, 827, 823, 943]"
9,5,"Fische, Meeresfrüchte, Amphibien und Reptilien","Poissons, fruits de mer, amphibiens et reptiles","Pesce, crostacei, frutti di mare e anfibi","Fish, Shellfish And Amphibians",1.2,"[278, 502, 789, 878, 940]"
8,5,"Fleisch, Fleischprodukte und Fleischersatz","Viandes, produits à base de viande et substituts de viande","Carne, prodotti di carne e sostituti della carne","Meat, Meat Products And Substitutes",1.4,"[545, 672, 715, 854, 892]"
24,5,Blüten- und Fruchtgemüse,Légumes-fruits,"Ortaggi da fiore, verdura a frutti ",Fruiting Vegetables,1.2,"[515, 642, 673, 699, 678]"
29,4,"Zwiebelgemüse (z.B. Knoblauch, Lauch, Zwiebel)","Légumes-bulbes (p.ex. ail, poireau, oignon)","Ortaggi a bulbo (p.e. porro, cipolla, aglio)","Leek, Onion, Garlic",1.25,"[420, 435, 481, 895]"
120,4,Schwein,Porc,Maiale,Pork,1.5,"[278, 484, 486, 703]"
22,4,Nicht spezifizierte sowie gemischte Gemüse und Salate,Légumes et salades non spécifiés ou mélangés,Insalate e ortaggi misti non specificati,"Unclassified, Mixed Salad/Vegetables",1.75,"[354, 449, 799, 935]"
58,4,Fleischersatz,Substituts de viande,Sostituti della carne,Meat Substitutes,1.75,"[348, 370, 700, 934]"
