id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
1,24,Diverse,Divers,Alimenti vari,Diverse foods,1.46,"[42, 37, 28, 13, 117, 126, 148, 190, 180, 264, 271, 223, 356, 332, 368, 410, 434, 475, 164, 303, 531, 625, 838, 942]"
3,18,Gemüse,Légumes,Ortaggi,Vegetables,1.94,"[50, 40, 41, 92, 217, 224, 251, 261, 245, 371, 407, 52, 487, 520, 806, 923, 864, 922]"
54,16,Geflügel,Volailles,Pollame,Poultry,1.75,"[17, 45, 5, 101, 103, 116, 189, 372, 395, 432, 439, 536, 676, 703, 709, 923]"
34,13,Früchte,Fruits,Frutta,Fruits,1.62,"[40, 9, 165, 234, 269, 250, 420, 465, 551, 520, 886, 864, 918]"
8,12,"Fleisch, Fleischprodukte und Fleischersatz","Viandes, produits à base de viande et substituts de viande","Carne, prodotti di carne e sostituti della carne","Meat, Meat Products And Substitutes",1.5,"[50, 74, 125, 144, 139, 254, 545, 203, 672, 715, 854, 892]"
23,10,"Blattgemüse (ohne Kohlgemüse), Blattsalate und Algen","Légumes-feuilles (excl. chou), mescluns et algues","Verdure a foglie (esclusi cavoli), insalate a foglie e alghe",Leafy Vegetables (Except Cabbages),1.7,"[35, 159, 280, 420, 427, 515, 615, 723, 886, 879]"
9,7,"Fische, Meeresfrüchte, Amphibien und Reptilien","Poissons, fruits de mer, amphibiens et reptiles","Pesce, crostacei, frutti di mare e anfibi","Fish, Shellfish And Amphibians",1.71,"[50, 150, 278, 502, 789, 878, 940]"
120,7,Schwein,Porc,Maiale,Pork,2.0,"[22, 84, 133, 278, 484, 486, 703]"
6,7,"Milch, Milchprodukte und Milchersatzprodukte","Laits, produits laitiers et substituts de lait","Latte, latticini e succedanei del latte",Dairy Products And Substitutes,1.57,"[25, 106, 125, 208, 306, 803, 168]"
24,7,Blüten- und Fruchtgemüse,Légumes-fruits,"Ortaggi da fiore, verdura a frutti ",Fruiting Vegetables,1.14,"[36, 123, 515, 642, 673, 699, 678]"
58,7,Fleischersatz,Substituts de viande,Sostituti della carne,Meat Substitutes,1.57,"[120, 124, 169, 348, 370, 700, 934]"
42,6,Käse,Fromages,Formaggi,Cheeses (Including Spread Cheeses),2.0,"[50, 74, 173, 420, 456, 892]"
61,6,Schalen- und Weichtiere,Crustacés et mollusques,Crostacei e molluschi,"Crustaceans, Molluscs",1.83,"[27, 20, 96, 258, 358, 626]"
59,6,"Nicht spezifizierte sowie gemischte Fische, Meeresfrüchte und Amphibien","Poissons, fruits de mer, amphibiens et reptiles non spécifiés ou mélangés","Pesce, crostacei frutti die mare e anfibi non classificati e misti",Unclassified And Combined Fish Products,1.0,"[741, 777, 829, 827, 823, 943]"
60,6,Fische,Poissons,Pesce,Fish,1.33,"[98, 124, 132, 278, 930, 922]"
22,6,Nicht spezifizierte sowie gemischte Gemüse und Salate,Légumes et salades non spécifiés ou mélangés,Insalate e ortaggi misti non specificati,"Unclassified, Mixed Salad/Vegetables",1.5,"[90, 194, 354, 449, 799, 935]"
82,6,Wasser,Eau,Acqua,Waters,2.0,"[61, 73, 87, 63, 150, 201]"
39,5,Milchersatz und Milchersatzprodukte,Substituts de lait et produits à base de substitut de lait,Succedanei del latte e prodotti a base di succedanei del latte,Milk Substitutes And Milk Substitute Products,2.0,"[119, 186, 253, 530, 769]"
30,5,Blattstiel- und Stängelgemüse sowie Keimlinge und Sprossen,"Légumes-tiges, germes et pousses",Ortaggi a stelo e germogli,"Stalk Vegetables, Sprouts",1.0,"[222, 278, 293, 854, 886]"
29,4,"Zwiebelgemüse (z.B. Knoblauch, Lauch, Zwiebel)","Légumes-bulbes (p.ex. ail, poireau, oignon)","Ortaggi a bulbo (p.e. porro, cipolla, aglio)","Leek, Onion, Garlic",1.25,"[420, 435, 481, 895]"
56,3,Fleisch- und Wurstwaren (verarbeitetes Fleisch),Charcuterie,Prodotti di carne e insaccati (carne trasformata),Processed Meat,1.33,"[173, 316, 834]"
126,3,Huhn und Hähnchen,"Poule, poulet","Pollo, gallina","Chicken, Hen",1.0,"[278, 420, 482]"
